name,|~explanation,|~group,|~group_name,|~element_alphabetic_value,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
,|~,|~I,|~,|~A,|~0.1,|~45,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-1.png
,|~,|~I,|~,|~B,|~0.2,|~45,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~45,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~45,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~45,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~45,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-1-col-6.png
,|~Cross or side split (stop required).,|~I,|~,|~A,|~0.1,|~45,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-1.png
,|~,|~I,|~,|~B,|~0.2,|~45,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~45,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~45,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~45,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~45,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-2-col-6.png
,|~Any standing scale (2 s.),|~I,|~,|~A,|~0.1,|~45,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-1.png
,|~Any standing scale with 180° straddle, no hand hold (2 s.).,|~I,|~,|~B,|~0.2,|~45,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~45,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~45,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~45,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~45,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-3-col-6.png
,|~Jump bwd. to front support.,|~I,|~,|~A,|~0.1,|~45,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-1.png
,|~Jump bwd. with pike-stretch or with 1/1 turn to,|~I,|~,|~B,|~0.2,|~45,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-45-row-4-col-2.png
